Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0.51731535125548,-0.6316654485622198,-0.2122628842199773,-0.1161590979506214,-0.2006428045241513,-0.0378672999621056,-0.3677120242658069,-0.1372754797986182,-0.3465170539254756,-0.4063988829880302,-0.4954932216329944,0.0359891959501831,-0.4903105595463167,-0.472907141449329,-0.0107963973049554,0.1857886962961247,-0.3948217934245122,-0.5100559077073202,-0.5559651318936073,-0.1298911228836659,-0.6087524994254718,-0.385274396574154,-0.4937309703795446,-0.5530103726891822,-0.1899786601454763,-0.3944199864981791,-0.2820798960440963,-0.2837122017918778,-0.3373274016287065,-0.174765521948929,-0.2437213456540404,0.0,0.0,0.0,-0.1996596738716281,-0.1230720315039343,0.0782398500905107,0.3850009534626069,-0.1640785956721393,-0.512803102032931,-0.5397669673317287,-0.506628873943715,-0.381818368752617,-0.1737485136271575,-0.2437213456540404,-0.0044993493286516,0.6587399748206112,-0.5585083171305234,-0.247395380445272,0.0,-0.0047189621634682,0.9211911279056438,-0.5367544640251015,-0.3465170539254756,-0.4903105595463167,-0.1996596738716281,0.0,0.0,0.0,0.0,0.0,0.0,-0.2122628842199773,-0.2006428045241513,-0.1161590979506214,-0.0378939351396026,0.8640460794951795,-0.4803542420386005,-0.3986115028223142,1.6402879879985035,-0.2906633247293435,-0.1714445591322536,-0.2981841950026835,-0.238260666445558,-0.4526400792726688,-0.2468351001634155,-0.4902940428985123,-0.4166047277902857,anomaly
-0.2847699167293552,-0.6069715980251266,-0.1294844035958063,-0.0149621553353069,-0.19026518873106,0.1160031290476269,-0.3233094180957107,-0.1372754797986182,-0.2719089365662912,-0.3329941124708465,2.894143435003246,-0.1942429668314194,2.4091490383195384,2.676709397551849,-0.018969397191565,-0.162330523065794,-0.3819393988805611,-0.4824091199041167,-0.5283989303237593,-0.1298833890316674,-0.6084189918835528,-0.3849061496163489,-0.4930955644748899,-0.5526387091876195,-0.1899622445159769,-0.3634143119010365,-0.2681760986056565,-0.2490834354302901,-0.3028511860268553,-0.1747505150549722,-0.2437213456540404,0.0,0.0,0.0,-0.1580493444032379,-0.0492377910521712,-0.1277222944842568,-0.1759093743347949,-0.1640785956721393,2.865681864488963,2.9803259086386644,2.988883606034461,3.317216779606275,-0.1737485136271575,-0.2437213456540404,-0.0044993493286516,0.6587399748206112,-0.5585083171305234,-0.247395380445272,0.0,-0.0047189621634682,0.9211911279056438,3.0578209974046366,-0.2719089365662912,2.4091490383195384,-0.1580493444032379,0.0,0.0,0.0,0.0,0.0,0.0,-0.1294844035958063,-0.19026518873106,-0.0149621553353069,0.1160890740627101,-0.6564084334027384,-0.4596663803386871,-0.1245526138456582,-1.5560141805920331,-0.2906633247293435,-0.1714445591322536,-0.2981841950026835,-0.238260666445558,-0.4526400792726688,-0.2468351001634155,-0.4902940428985123,-0.4166047277902857,anomaly
80,4.601478576660156e-05,1,0,66,0,66,66,66.0,0.0,0,0,0,0,1434321.5751295337,21732.145077720208,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21732.145077720208,0,66,66,66.0,0.0,0.0,0,0,0,0,0,0,0,0,0,66.0,66.0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,1,66,0,0,0,0,0,0,0,0,normal,normal
48486,4.1961669921875e-05,1,0,66,0,66,66,66.0,0.0,0,0,0,0,1572864.0,23831.272727272728,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23831.272727272728,0,66,66,66.0,0.0,0.0,0,0,0,0,0,0,0,0,0,66.0,66.0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,1,66,0,0,0,0,0,0,0,0,normal,normal
80,3.409385681152344e-05,1,0,66,0,66,66,66.0,0.0,0,0,0,0,1935832.6153846155,29330.797202797203,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29330.797202797203,0,66,66,66.0,0.0,0.0,0,0,0,0,0,0,0,0,0,66.0,66.0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,1,66,0,0,0,0,0,0,0,0,normal,normal
48498,4.00543212890625e-05,1,0,66,0,66,66,66.0,0.0,0,0,0,0,1647762.2857142857,24966.095238095237,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,24966.095238095237,0,66,66,66.0,0.0,0.0,0,0,0,0,0,0,0,0,0,66.0,66.0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,1,66,0,0,0,0,0,0,0,0,normal,normal
1900,3.0994415283203125e-05,1,0,167,0,167,167,167.0,0.0,0,0,0,0,5388067.446153847,32263.876923076925,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,32263.876923076925,0,167,167,167.0,0.0,0.0,0,0,0,0,0,0,0,0,0,167.0,167.0,0,0,0,0,0,0,0,0,1,167,0,0,0,0,1,167,0,0,0,0,0,0,0,0,normal,normal
5353,3.600120544433594e-05,1,0,87,0,87,87,87.0,0.0,0,0,0,0,2416585.7483443706,27776.847682119205,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,27776.847682119205,0,87,87,87.0,0.0,0.0,0,0,0,0,0,0,0,0,0,87.0,87.0,0,0,0,0,0,0,0,0,1,87,0,0,0,0,1,87,0,0,0,0,0,0,0,0,normal,normal
443,3.4809112548828125e-05,1,0,94,0,94,94,94.0,0.0,0,0,0,0,2700442.301369863,28728.109589041094,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,28728.109589041094,0,94,94,94.0,0.0,0.0,0,0,0,0,0,0,0,0,0,94.0,94.0,0,0,0,0,0,0,0,0,1,94,0,0,0,0,1,94,0,0,0,0,0,0,0,0,normal,normal
4070,2.9087066650390625e-05,1,0,77,0,77,77,77.0,0.0,0,0,0,0,2647224.655737705,34379.54098360656,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,34379.54098360656,0,77,77,77.0,0.0,0.0,0,0,0,0,0,0,0,0,0,77.0,77.0,0,0,0,0,0,0,0,0,1,77,0,0,0,0,1,77,0,0,0,0,0,0,0,0,normal,normal
47718,3.123283386230469e-05,1,0,66,0,66,66,66.0,0.0,0,0,0,0,2113160.7938931296,32017.58778625954,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,32017.58778625954,0,66,66,66.0,0.0,0.0,0,0,0,0,0,0,0,0,0,66.0,66.0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,1,66,0,0,0,0,0,0,0,0,normal,normal
